0.019415, 0.061269, 0.100097
0.015467, 0.073082, 0.105668
-0.262318, 0.055309, 0.066645
-0.042668, 0.087819, 0.123718
-0.105911, 0.066382, 0.102824
-0.039813, 0.081961, 0.126335
-0.016929, 0.083956, 0.113829
-0.048024, 0.088603, 0.123842
-0.037142, 0.073651, 0.120269
0.015106, 0.072548, 0.108774
-0.004859, 0.021524, 0.048119
-0.011405, 0.076571, 0.129942
-0.002937, 0.082720, 0.121063
-0.076850, 0.112064, 0.128084
0.016796, 0.061110, 0.103019
-0.063470, 0.070090, 0.068587
-0.049114, 0.023701, 0.075045
0.003702, 0.058748, 0.091997
0.074828, 0.067780, 0.103800
0.081234, 0.072031, 0.111628
0.078433, 0.066323, 0.104212
0.079163, 0.079378, 0.112256
0.081810, 0.071762, 0.111779
0.082447, 0.069224, 0.112083
0.083109, 0.074326, 0.113617
0.081928, 0.074743, 0.112238
-2.747238, 0.980530, 0.897073
-3.031016, 1.187717, 0.987045
-2.374121, 0.588705, 0.297926
-2.806337, 1.009707, 0.973199
-2.737369, 0.999057, 0.794053
-2.869920, 1.103694, 0.666142
-2.738027, 1.101506, 0.840303
-3.163985, 1.151606, 0.902211
0.148222, 0.039013, 0.093269
0.165330, 0.063020, 0.108095
0.158973, 0.044819, 0.107808
0.202379, 0.023962, 0.106492
0.150024, 0.051250, 0.103272
0.158942, 0.057729, 0.112502
0.172084, 0.055441, 0.104642
0.197426, 0.035091, 0.079309
0.156326, 0.042077, 0.110798
0.284431, 0.134483, -0.315427
0.143238, 0.047368, 0.100385
0.153504, 0.065912, 0.110294
0.304627, 0.105596, -0.318417
0.320604, 0.080870, -0.411495
0.163663, 0.054949, 0.114254
0.197656, 0.037259, 0.076677
0.235917, 0.088197, -0.304834
0.278206, 0.110103, -0.303654
0.269369, 0.050148, -0.333005
0.249982, 0.090185, -0.288787
0.246089, 0.005920, -0.506520
0.251974, 0.037701, -0.338175
0.262317, 0.023095, -0.326547
0.242295, 0.096098, -0.285667
0.157450, 0.037915, 0.080088
0.276712, 0.109459, -0.290256
0.299857, 0.085348, -0.392903
0.268389, 0.049199, -0.363513
0.168643, 0.073829, 0.097793
0.158906, 0.041925, 0.115820
-8.975842, -0.928741, 3.263395
-6.226933, -0.505435, 2.862714
-3.858415, 1.098222, 0.249714
-8.792171, -1.357877, 0.164546
-1.817841, 0.648429, 0.075289
0.099861, 0.033655, 0.155916
-0.076427, 0.025776, 0.053444
-0.027884, 0.069845, 0.102865
-0.045517, 0.058293, 0.092872
-0.058056, 0.062005, 0.081868
-3.271453, 1.095712, 1.597126
-5.123376, 0.807678, 1.624355
-2.921863, 0.772337, 0.917763
-2.528968, 0.778095, 1.259407
-2.659047, 1.089468, 0.921015
-3.691119, 0.310469, 1.950950
-6.129421, 0.745951, 6.953061
0.154859, 0.067415, 0.103177
0.144733, 0.057042, 0.095988
0.209458, 0.095197, -0.331534
0.250650, 0.132934, -0.300936
0.275527, 0.023982, -0.322631
0.223626, 0.051456, -0.292686
0.227229, 0.037673, -0.338974
0.240637, 0.027339, -0.390457
0.258684, 0.066606, -0.548196
0.216410, 0.018747, -0.411539
0.241788, 0.105652, -0.298948
0.240780, -0.009083, -0.377467
0.237211, 0.089431, -0.317001
0.208149, 0.044668, -0.390110
0.167688, 0.038336, 0.108698
0.225465, 0.041025, -0.338793
0.279459, 0.009908, -0.336895
0.263283, 0.008227, -0.465174
0.273664, 0.002168, -0.382732
0.204076, -0.013056, -0.150342
0.226554, 0.051889, -0.375198
0.161817, 0.067142, 0.113990
0.226768, 0.020256, -0.391837
0.246699, 0.012880, -0.389518
0.225703, 0.075003, -0.392075
0.235228, 0.102458, -0.282994
0.242068, 0.035779, -0.405785
0.242655, 0.040004, -0.341056
0.204278, 0.063591, -0.438664
0.154247, 0.055853, 0.108088
0.169506, 0.069400, 0.102141
0.167874, 0.057059, 0.107556
0.202640, 0.031951, 0.032704
0.154938, 0.069556, 0.110581
0.205875, 0.058524, 0.149906
0.198162, 0.060880, 0.145487
-5.269478, 0.752369, 1.285066
-7.492806, -0.897890, 2.847841
-11.086853, -1.647769, 2.486653
-7.122471, 0.744929, 1.356154
-9.523988, -0.800442, 3.697244
-3.026194, 1.026074, 0.313268
-2.782756, 0.888081, -0.531332
-9.499271, -0.811109, 3.676713
-8.877043, -0.666056, 4.000583
-9.665977, -1.653427, 2.433044
-4.176703, 1.572363, 1.013428
-9.558301, -0.687913, 4.109115
-9.350160, -0.153323, 1.002865
-10.009201, -0.554531, 1.645694
-3.323747, 1.073595, -0.368565
-7.776750, 1.114943, 2.202899
-2.390997, 0.762037, 0.893166
-3.084794, 0.868985, 1.464284
-2.771009, 1.024549, 0.949643
-2.479003, 0.885050, 1.008405
-1.346378, 0.852204, 2.190495
-2.485418, 1.229736, 1.418620
-1.320311, 0.437609, 2.313494
-2.483098, 1.230054, 1.426790
-2.580789, 1.279269, 1.765810
-2.451137, 0.633748, 1.667904
-0.017853, 0.058481, 0.091556
0.012537, 0.062436, 0.111459
-0.080397, 0.026972, 0.079899
-0.005983, 0.059722, 0.106197
-0.059143, 0.015869, 0.075104
0.020988, 0.055571, 0.101017
-0.001761, 0.083190, 0.117986
0.010905, 0.070724, 0.121756
0.011311, 0.061932, 0.089905
0.018119, 0.069985, 0.094922
-0.018771, 0.058787, 0.088909
0.257425, 0.055991, -0.314504
0.230467, 0.015357, -0.311822
0.311447, 0.079935, -0.499705
0.317027, 0.092442, -0.484160
0.272333, 0.045986, -0.322774
0.172061, 0.037996, 0.110313
0.394836, 0.035555, -0.585902
0.377204, -0.004938, -0.559589
0.233226, -0.008328, -0.434643
0.236393, 0.068095, -0.344435
0.297441, 0.118789, -0.660826
0.296295, 0.072669, -0.524294
0.235694, 0.061928, -0.470723
0.260952, 0.101484, -0.310593
0.263029, 0.000801, -0.395103
0.264456, 0.128401, -0.306519
0.392790, -0.072199, -0.768376
0.233315, 0.013383, 0.037383
0.197694, 0.029470, 0.082939
0.198524, 0.028942, 0.098767
0.173746, 0.066983, 0.126490
0.168786, 0.066122, 0.114164
0.168250, 0.042985, 0.107198
0.170053, 0.054842, 0.103442
0.140194, 0.047747, 0.093680
0.171026, 0.044805, 0.110890
0.172915, 0.061306, 0.109216
0.289690, 0.122988, -0.384834
0.269677, 0.103213, -0.338345
0.199638, 0.039200, 0.079595
0.137631, 0.062059, 0.086327
0.154363, 0.056755, 0.108797
0.103420, 0.076490, 0.016443
0.162509, 0.066480, 0.115531
0.156304, 0.044813, 0.102436
0.207414, 0.058838, 0.142491
0.164848, 0.065828, 0.115394
0.150368, 0.060993, 0.104508
0.167433, 0.056864, 0.109926
0.167697, 0.064074, 0.109717
0.189974, 0.060135, 0.172340
