pos_x, pos_y, pos_z
0.125867, 0.078945, 0.470207
0.155171, -0.032635, 0.826624
-0.036758, 0.036126, 0.575431
0.029376, -0.081584, 0.859323
-0.041945, -0.063495, 0.920483
0.175926, 0.045550, 0.614394
0.152430, 0.008120, 0.754119
0.150848, -0.012357, 0.787686
0.153889, 0.079132, 0.606915
0.210470, 0.107195, 0.648189
0.160091, -0.016528, 0.812760
-0.022377, -0.043219, 0.485832
0.097249, -0.068868, 0.885714
0.052435, 0.002184, 0.331744
0.125937, -0.029384, 0.475514
0.049125, -0.110466, 0.772276
0.184267, -0.060901, 0.685082
0.183224, 0.081682, 0.750028
0.065777, 0.093056, 0.874668
0.149613, 0.012803, 1.142581
0.163561, -0.034820, 0.862767
0.165266, 0.004163, 0.870260
0.241189, -0.059287, 0.799932
0.064106, 0.105378, 0.614749
0.177939, -0.183488, 1.407937
0.130409, -0.016275, 0.793804
0.147108, -0.081604, 0.694878
0.174171, 0.044865, 0.719599
0.181514, 0.043024, 0.583201
-0.114657, 0.039527, 1.015917
-0.073336, 0.042432, 0.963389
0.130366, -0.087734, 1.132184
0.044828, -0.085307, 1.156139
-0.160628, -0.094276, 1.176561
0.147491, 0.101761, 0.558166
0.139045, -0.085148, 0.665297
0.193847, -0.010875, 0.746411
-0.012367, 0.100881, 0.604308
0.141659, -0.086439, 0.674179
0.159359, 0.050796, 0.574735
0.179789, -0.043919, 0.739170
-0.003430, 0.109559, 0.647301
0.013003, 0.077115, 0.548985
0.153070, 0.069904, 0.806292
-0.087895, -0.507192, 2.593309
0.195108, 0.020816, 0.723411
0.190457, 0.001446, 0.748023
0.219072, 0.046904, 0.765980
0.122705, -0.049114, 0.530360
0.211553, 0.014611, 0.785286
0.156903, 0.099247, 0.522222
0.002286, 0.106730, 0.692044
0.150195, 0.070403, 0.491663
0.016878, -0.000580, 0.370664
0.230194, -0.006550, 0.701516
0.128977, -0.107199, 1.152547
-0.078353, 0.449615, 1.785872
0.183146, -0.050405, 0.639190
0.255958, 0.038858, 0.713792
0.277619, -0.034128, 0.697551
0.141672, 0.051768, 0.481489
0.039099, 0.108953, 0.711338
0.195271, -0.065299, 0.714179
0.094738, -0.090212, 0.836278
-0.014377, 0.047458, 0.760071
0.205614, 0.042948, 0.733331
-0.021318, 0.033304, 0.673377
-0.018823, 0.091717, 0.562535
0.075180, 0.115637, 0.683578
0.125630, -0.029282, 0.474705
0.157539, -0.119228, 0.837946
0.249778, -0.065496, 0.736776
0.241791, 0.064965, 0.779329
0.151498, 0.101326, 0.648808
-0.036806, 0.060059, 0.525680
-0.036767, 0.060125, 0.525727
0.132237, 0.030404, 0.776446
0.147453, 0.079446, 0.501772
0.062687, -0.114227, 0.930496
0.153795, 0.079183, 0.548584
-0.107686, -0.068087, 0.999361
0.010156, 0.089535, 0.553438
0.137974, 0.063769, 0.613445
-0.094444, 0.077262, 1.259037
0.123533, 0.061109, 0.426004
0.156983, 0.047402, 0.517243
0.130702, 0.049658, 0.545002
0.022966, 0.111358, 0.648203
0.160449, -0.123424, 0.855142
0.159586, -0.041507, 0.574358
0.149001, 0.086112, 0.568156
-0.016222, 0.197286, 0.975166
0.100469, -0.094314, 0.907978
0.242942, 0.001637, 0.786336
-0.028173, -0.017053, 0.502712
-0.046610, -0.019623, 0.581383
-0.014008, 0.022293, 0.583358
-0.048469, -0.056065, 0.584115
-0.060933, 0.026436, 0.734949
-0.048449, -0.023448, 0.579435
-0.010553, 0.099064, 0.708860
-0.051055, -0.057714, 0.593665
0.135336, 0.026022, 0.863702
0.156322, 0.076172, 0.534422
-0.021326, 0.053608, 0.497625
-0.019224, 0.073793, 0.576491
0.125456, 0.104857, 0.537359
0.157785, -0.055683, 0.770123
0.163906, 0.089946, 0.574495
-0.041815, 0.112456, 0.738772
-0.012370, 0.087932, 0.722816
-0.023919, 0.094510, 0.568437
0.071230, 0.033016, 0.399967
0.133406, 0.071503, 0.550965
-0.010883, -0.050704, 0.721841
0.210118, 0.054319, 0.692174
0.173981, 0.042342, 0.585044
0.145558, 0.053283, 0.515651
0.123695, 0.088801, 0.779594
0.123951, 0.047571, 0.467059
-1.474568, 0.686515, 2.161768
0.151984, 0.064907, 0.489057
0.071749, 0.101284, 0.542490
0.138497, 0.060011, 0.539735
0.190976, 0.097093, 0.641805
0.129898, 0.056110, 0.532442
0.153406, 0.052295, 0.568656
-0.013413, -0.045170, 0.631786
-0.009853, -0.049729, 0.715073
0.146350, 0.057854, 0.462579
0.173989, 0.091718, 0.559992
0.163479, 0.102080, 0.637484
0.176293, 0.095853, 0.535848
0.186621, 0.035159, 0.461927
0.136602, 0.057549, 0.452660
0.148388, 0.042944, 0.438936
0.211639, 0.112926, 0.636126
0.182258, 0.097981, 0.460788
0.193567, 0.038256, 0.461608
0.148680, 0.099616, 0.584375
0.129776, 0.100562, 0.531645
0.180077, 0.095516, 0.572045
0.069701, 0.102150, 0.510780
0.134847, 0.093097, 0.466189
0.135973, 0.097723, 0.569471
-0.009538, 0.071876, 0.545430
0.161428, 0.088850, 0.559148
0.145872, 0.110543, 0.601863
0.168930, 0.090402, 0.542251
0.130336, 0.053546, 0.435333
0.123861, 0.092277, 0.475131
0.132956, 0.057039, 0.526392
0.306857, 0.013006, 0.739266
0.125508, 0.023674, 0.425735
0.141993, -0.097224, 0.731014
0.091080, -0.016380, 0.772691
0.099858, -0.096880, 0.873420
0.127519, 0.024400, 1.182301
0.137333, 0.100192, 0.545990
0.162917, 0.097898, 0.588791
0.043968, 0.052133, 1.036277
0.175839, 0.037971, 0.722034
0.165791, 0.013423, 0.664566
0.157669, 0.006186, 0.836080
0.146326, 0.042809, 1.054278
0.155687, 0.017940, 0.835125
0.151598, 0.101477, 0.539604
0.196883, 0.027461, 0.453970
0.144521, 0.053866, 0.447278
0.131122, 0.093882, 0.484221
0.127722, 0.097603, 0.544607
0.138472, 0.101284, 0.513898
0.039865, 0.123823, 0.656182
0.196484, 0.030214, 0.445223
0.163866, 0.032606, 0.404440
0.323025, -0.080935, 0.588436
0.041334, 0.119663, 0.636669
0.171289, 0.090547, 0.518791
-2.421720, 0.455442, 7.080630
-1.203253, 1.536166, 8.090779
-1.307063, 1.537051, 7.915544
0.040565, 0.101733, 0.614944
-0.005945, 0.104608, 0.759261
0.180106, 0.063494, 0.570615
0.095452, -0.078168, 0.745905
0.039537, 0.048287, 1.076422
0.165856, 0.080546, 0.521344
0.149685, 0.085351, 0.472222
0.147425, 0.094254, 0.482686
0.133000, 0.095976, 0.471618
0.066809, 0.098658, 0.485049
0.173841, 0.059196, 0.450020
0.168408, 0.039237, 0.414696
